UNI_ID,PRICE,POLL_DIV_CO,OS_NM,VAN_ADR,NEW_ADR,GIS_X_COOR,GIS_Y_COOR,AREA_NM
A0022233,1649,HDO,주식회사 한영 남부지점,전남 여수시 소라면 대포리 26-2,전남 여수시 소라면 여순로 146,365557.96020,246764.22360,전남
A0021156,1649,GSC,광목주유소,전남 함평군 학교면 사거리 621-31,전남 함평군 학교면 함영로 490,266380.00000,270182.00000,전남
A0021340,1650,RTX,태경산업(주)함평무안주유소,전남 함평군 함평읍 장교리 산112-12,전남 함평군 함평읍 서해안고속도로 31-1,261450.00000,275436.00000,전남
A0021805,1651,SKE,시장주유소,전남 순천시 풍덕동 1268-13,전남 순천시 풍덕8길 19 (풍덕동),354157.65460,260679.05080,전남
A0026980,1590,RTO,신성주유소,경북 경산시 진량읍 선화리 701-1,경북 경산시 진량읍 대학로 951,472476.80000,364291.80000,경북
A0026069,1620,SOL,원남주유소,경북 구미시 원평동 446-3,경북 구미시 원남로 135 (원평동),430333.45084,391823.63078,경북
A0024337,1621,RTO,남경주IC주유소,경북 경주시 외동읍 개곡리 1347-1,경북 경주시 산업로 2536,519540.65218,349381.73711,경북
A0029563,1621,SOL,제이엠 외동self주유소,경북 경주시 외동읍 죽동리 298-7,경북 경주시 외동읍 산업로 2604,519382.00000,350025.00000,경북
A0025378,1622,GSC,제이엠12주유소,경북 김천시 부곡동 919-2,경북 김천시 영남대로 1394,408183.00000,391688.00000,경북
A0009868,1622,SKE,신경주역사주유소(주)지엔에스네트웍스,경북 경주시 광명동 352-1,경북 경주시 대경로 4391,503727.00000,358312.00000,경북
A0024346,1623,GSC,제이엠 제4주유소,경북 경주시 조양동 569-1,경북 경주시 산업로 3277 (조양동),515536.37230,354958.02155,경북
A0024257,1623,HDO,불국에너지(주),경북 경주시 시래동 308-9,경북 경주시 산업로 2987(시래동),517880.00000,353401.00000,경북
A0023976,1623,HDO,서라벌셀프주유소,경북 경주시 동방동 271-1,경북 경주시 산업로 3533,514025.53090,357063.50400,경북
A0023476,1623,HDO,드림1주유소,경북 구미시 고아읍 문성리 778-1,경북 구미시 고아읍 선산대로 261,431771.99015,394812.58320,경북
A0024102,1623,RTO,경주알뜰주유소,경북 경주시 동방동 307-1,경북 경주시 산업로 3585 (동방동),513773.00000,357440.00000,경북
A0026316,1623,SKE,(주)다복에너지,경북 구미시 고아읍 봉한리 708,경상북도 구미시 고아읍 선산대로 503,431841.00000,397107.00000,경북
A0026315,1624,RTO,햇살주유소,경북 구미시 도량동 678-3,경북 구미시 문장로 146 (도량동),429998.84772,394034.60562,경북
A0026884,1625,HDO,기분좋은주유소,경북 경산시 압량면 부적리 531-2,경북 경산시 압량면 대학로 362,468858.00000,360327.00000,경북
A0025498,1625,GSC,(주)진성산업정화주유소,경북 김천시 다수동222-2,경북 김천시 새실길 5 (다수동),407325.00000,391719.00000,경북
A0026752,1625,RTO,(주)미니에너지,경북 경산시 압량면 현흥리 24-8,경북 경산시 압량면 대학로 754,470598.80000,363819.40000,경북
A0026877,1627,NHO,경산농협주유소,경북 경산시 계양동 269-1,경북 경산시 대학로 204 (계양동),467504.00000,359582.00000,경북
A0023387,1627,RTO,별빛주유소,경북 영천시 금노동 399-10,경북 영천시 천문로 165,484148.13830,372979.85450,경북
A0024132,1627,RTO,제이엠11주유소,경북 경주시 강동면 모서리 739-1,경북 경주시 강동면 산업로 5406,512608.00000,373877.00000,경북
A0023548,1628,SKE,㈜진량공단주유소,경북 경산시 진량읍 신상리 1225-5,경북 경산시 진량읍 다문로 61,474052.00000,364264.00000,경북
A0030721,1599,SKE,광신석유(주)직영 김해대로주유소,경남 김해시 삼계동 429-2,경남 김해시 김해대로 1816,478789.69230,296488.36600,경남
A0030779,1599,HDO,(주)가온에너지 힘대로주유소,경남 김해시 구산동 834-1,경남 김해시 김해대로 1924 (구산동),479062.00000,295450.00000,경남
A0028787,1610,SOL,광신직영(두대셀프),경남 창원시 성산구 대원동 73-1,경남 창원시 성산구 창원대로 442(대원동),458900.10029,292670.67251,경남
A0028707,1615,RTO,동부3,경남 창원시 성산구 상남동 38-3,경남 창원시 성산구 마디미로 73 (상남동),462248.00266,291278.99591,경남
A0029821,1620,SKE,차탄셀프주유소,경남 산청군 산청읍 차탄리 703-4,경남 산청군 산청읍 산청대로 2083,388666.48900,314768.50390,경남
A0030659,1620,HDO,김해제일주유소,경남 김해시 삼정동 19-9,경남 김해시  분성로 440 (삼정동),481571.96507,293216.42905,경남
A0030709,1620,NHO,영남원예농협 미소지점주유소,경남 김해시 삼정동44-9 외 1필지,경상남도 김해시  분성로 465 (활천동),481828.14436,293291.65786,경남
A0031184,1620,GSC,롯데주유소,경상남도 김해시 동상동 1103-20,경남 김해시 가야로 469,480872.56628,293762.55127,경남
A0032999,1623,HDO,산단주유소,경남 함안군 군북면 월촌리 2000-1,경남 함안군 군북면 함안산단로 69,428681.80055,299093.55352,경남
A0030649,1625,SOL,CJ대한통운(주)스타P-OIL,경남 김해시 대성동 481-1,경남 김해시 가야로 409,480458.76587,294217.22143,경남
A0023339,1625,SOL,도항주유소,경남 함안군 가야읍 도항리 294-1,경남 함안군 가야읍 함마대로 1530,436723.01668,297638.70743,경남
A0029698,1625,RTO,석풍주유소,경남 산청군 신안면 외송리 782-2,경남 산청군 신안면 산청대로 1169,392803.87070,307101.15810,경남
A0030711,1626,NHO,장유농협주유소,경남 김해시 신문동 223-1,경남 김해시 장유로 415 (신문동),474965.85124,288282.56875,경남
A0028266,1626,RTO,함마대로주유소,경남 함안군 산인면 모곡리 997-2,경남 함안군 산인면 함마대로 2035,441088.08484,297236.67398,경남
A0030557,1626,RTO,퍼시픽에너지(주)서부주유소,경남 김해시 흥동 419-11,경남 김해시 전하로 171 (흥동),479127.00000,291725.00000,경남
A0029367,1627,RTX,시카프관광개발(주) 함양(하남)주유소/충전소,경남 함양군 지곡면 보산리 278-6,경남 함양군 지곡면 효산길 23-11,378408.36159,328092.46326,경남
A0029368,1627,RTX,시카프관광개발(주) 함양(통영)주유소,경남 함양군 지곡면 보산리 285-5,경남 함양군 지곡면 효산길 23-31,378382.59761,327921.84633,경남
A0028667,1627,RTO,대림주유소,경남 창원시 의창구 팔용동 198-11,경남 창원시 의창구 팔용로 501 (팔용동),456363.52297,295864.46949,경남
A0028283,1628,SOL,비에스에너지㈜메가함안주유소,경남 함안군 산인면 신산리 167-2,경남 함안군 산인면 함마대로 2367,444046.51424,296381.60084,경남
A0028036,1628,SOL,시원석유(주)인제로주유소,경남 김해시 어방동 361-2,경남 김해시 인제로 132 (어방동),482508.00000,293872.00000,경남
A0031410,1585,SOL,㈜영원석유 하늘주유소,부산 해운대구 송정동 105-8,부산 해운대구 해운대로 1184,509883.66780,288630.95740,부산
A0031376,1585,GSC,삼양주유소,부산 해운대구 송정동 80-4,부산 해운대구 해운대로 1249 (송정동),509972.70000,289287.40000,부산
A0027753,1585,HDO,㈜영원석유 영원주유소,부산 해운대구 송정동 105-6,부산 해운대구 해운대로 1178,509871.00000,288560.00000,부산
A0031310,1585,SOL,(주)세일 송정역주유소,부산 해운대구 송정동 109-3,부산 해운대구 해운대로 1217,509917.84370,288957.36502,부산
A0031255,1585,HDO,오시리아주유소,부산 해운대구 송정동 86-7,부산 해운대구 해운대로 1226 (송정동),509972.54680,289020.34740,부산
A0028610,1585,GSC,기장대로 셀프주유소 와이케이에너지㈜,부산 기장군 기장읍 청강리 539,부산 기장군 기장읍 기장대로 343,510724.00000,292598.00000,부산
A0027711,1589,HDO,에스알디㈜더리치주유소,부산 사상구 엄궁동 392,부산 사상구 낙동대로 753 (엄궁동),488581.00000,281538.00000,부산
A0033095,1613,HDO,광동페트로㈜ 감사드림주유소,부산 연제구 거제동 721-1,부산 연제구 거제대로 98,497509.89446,287004.81993,부산
A0027928,1613,GSC,아시아드주유소,부산 연제구 거제동 740-81,부산 연제구  거제대로 130 (거제동),497605.43344,287314.83640,부산
A0027766,1613,SOL,남부산고속주유소,부산 부산진구 양정동 281,부산 부산진구 거제대로 84 (양정동),497477.90000,286876.50000,부산
A0031278,1616,RTO,한양 브라보주유소,부산 해운대구 송정동 82-5,부산 해운대구 해운대로 1238 (송정동),510009.40000,289141.30000,부산
A0031404,1619,HDO,내리주유소,부산 기장군 기장읍 내리 307-8,부산 기장군 기장읍 기장대로 84,510071.53220,290241.95780,부산
A0027592,1619,HDO,(주)호림에너지 호림주유소,부산 사상구 엄궁동 141-20,부산 사상구 낙동대로 669 (엄궁동),488055.70000,280849.80000,부산
A0027373,1623,RTO,(주)주공에너지,부산 부산진구 개금동 59-3,부산 부산진구 백양대로 231,493612.00000,284737.00000,부산
A0027320,1623,RTO,대양주유소,부산 부산진구 부암동 669-3,부산 부산진구 새싹로 61-1 (부암동),496251.00000,285398.00000,부산
A0031751,1625,HDO,세방주유소,부산 기장군 일광면 원리 81-7,부산 기장군 일광면 기장대로 1195,512728.00000,300840.00000,부산
A0010753,1625,RTO,월드컵주유소,부산 기장군 일광면 원리 100-2,부산 기장군 일광면 기장대로 1230,512887.00272,301129.99599,부산
A0006300,1627,RTO,스마일주유소,부산 부산진구 당감동 350-7,부산 부산진구 동평로 49,494458.00000,285627.00000,부산
A0027522,1628,SKE,㈜덕양에너지직영 굿모닝주유소,부산 사상구 학장동 174,부산 사상구 학감대로 70 (학장동),490654.00000,282721.00000,부산
A0027674,1628,SKE,(주)덕양에너지 직영 구덕산주유소,부산 사상구 학장동 194-5,부산 사상구 학감대로 98 (학장동),490423.00000,282857.00000,부산
A0031045,1609,SKE,삼화석유(주) 법환Self주유소,제주특별자치도 서귀포시 법환동 726,제주특별자치도 서귀포시 일주동로 9173,261594.00000,73473.00000,제주
A0031029,1619,GSC,하원주유소,제주 서귀포시 하원동 1338-1,제주 서귀포시 일주서로 479 (하원동),256485.00000,74179.00000,제주
A0030863,1619,RTO,초원주유소,제주특별자치도 서귀포시 강정동 252-1,제주특별자치도 서귀포시 일주서로 27 (강정동),260887.72080,73687.92181,제주
A0030855,1660,SOL,염돈주유소,제주특별자치도 서귀포시 강정동 2090-3,제주특별자치도 서귀포시 일주서로 136 (강정동),259783.19830,73756.14827,제주
A0031126,1660,GSC,도순주유소,제주특별자치도 서귀포시 도순동 758-3,제주특별자치도 서귀포시 일주서로 366 (도순동),257586.52229,74113.47480,제주
A0033618,1660,GSC,가까운주유소,제주특별자치도 서귀포시 상예동 260-4,제주특별자치도 서귀포시 일주서로 1080(상예동),250929.86252,75303.25184,제주
A0030997,1660,SKE,희망셀프주유소,제주 서귀포시 호근동 816-2,제주 서귀포시 중산간동로 8231 (호근동),263831.00000,74954.00000,제주
A0031088,1660,RTO,토평주유소,제주특별자치도 서귀포시 토평동 2272-4,제주특별자치도 서귀포시 중산간동로 7801,268150.98540,75503.30079,제주
A0031033,1660,HDO,자유에너지 가든주유소,제주특별자치도 서귀포시 호근동 2011,제주특별자치도 서귀포시 중산간동로 8338 (호근동),262863.00000,74958.00000,제주
A0031141,1660,SKE,삼화석유(주)에이스주유소,제주 서귀포시 토평동 830,제주 서귀포시 일주동로 8513 (토평동),267762.66260,74165.20083,제주
A0030981,1660,SKE,강정천주유소,제주 서귀포시 강정동 2867-10,제주 서귀포시 이어도로 634 (강정동),258888.00000,71961.00000,제주
A0031070,1679,SOL,탐라주유소,제주특별자치도 서귀포시 토평동 1002-1,제주특별자치도 서귀포시 516로 86,268110.80188,74865.61714,제주
A0030965,1688,GSC,예래주유소,제주특별자치도 서귀포시 상예동 1724-1,제주특별자치도 서귀포시 일주서로 1156-2 (상예동),250194.41810,75513.62840,제주
A0030856,1690,SKE,한진주유소,제주특별자치도 서귀포시 서홍동 249,제주특별자치도 서귀포시 중산간동로 8028 (서홍동),265934.27550,75240.88427,제주
A0030950,1690,SOL,신세기주유소,제주 서귀포시 색달동 2158,제주 서귀포시 일주서로 976,251702.68010,74772.56389,제주
A0031139,1690,SKE,수도석유(주)한신주유소,제주 서귀포시 색달동 2522-1,제주 서귀포시 천제연로 77,252412.74240,74478.28518,제주
A0031113,1690,NHO,서귀포농협주유소,제주 서귀포시 토평동 963-3,제주 서귀포시 516로 38 (토평동),267822.70000,74476.40000,제주
A0031116,1690,NHO,중문농협주유소,제주특별자치도 서귀포시 색달동 2347,제주특별자치도 서귀포시 일주서로 872 (색달동),252732.50000,74844.50000,제주
A0031112,1690,SKE,스카이주유소,제주특별자치도 서귀포시 동홍동 765-2,제주특별자치도 서귀포시 중산간동로 7859 (동홍동),267595.70270,75403.00219,제주
A0030989,1690,GSC,환영주유소,제주 서귀포시 동홍동 766-7,제주 서귀포시 중산간동로 7862 (동홍동),267580.72000,75443.26078,제주
A0026658,1622,SOL,주식회사 구름주유소,대구 달성군 가창면 삼산리  269-2,대구 달성군 가창면 가창로 169,460437.00000,348274.00000,대구
A0022810,1624,RTO,(주)미니에너지 직영주유소,대구 동구 용계동 447-6,대구 동구 화랑로 484 (용계동),461315.50000,364103.60000,대구
A0023330,1624,RTO,영신제2주유소,대구 서구 평리6동 617-22,대구 서구 서대구로 207 (평리동),450269.00000,364206.00000,대구
A0023270,1625,RTO,아름다운주유소,대구 서구 비산동 302-5,대구 서구 달서로 67 (비산동),451744.80000,363303.70000,대구
A0033247,1625,RTO,미니주유소,대구 북구 침산동 25-10,대구 북구 침산남로 224 (침산동),454359.45430,365311.65891,대구
A0023577,1625,RTO,무지개주유소,대구 북구 산격동 755-8,대구 북구 연암로 198 (산격동),454037.45050,367091.69250,대구
A0023678,1627,RTO,동로주유소,대구 북구 대현동 437-4,대구 북구 신천동로 714  (대현동),454631.29997,364981.38387,대구
A0023133,1629,SKE,삼원주유소,대구 동구 지저동 667-4,대구 동구 공항로 241,457977.65950,366528.10649,대구
A0023581,1629,RTO,칠곡제일주유소,대구 북구 국우동 756-1,대구 북구 구리로 161 (국우동),451856.10000,372077.10000,대구
A0026647,1629,SKE,늘푸른주유소,대구 달성군 옥포면 본리리 2214-1,대구 달성군 옥포면 비슬로 2165,441624.77330,354327.27281,대구
A0023333,1629,SOL,(주)에스엔에스주유소,대구 서구 내당동 63-4,대구 서구 달구벌대로 1833 (내당동),451243.00000,362460.00000,대구
A0023681,1629,SKE,서대구IC주유소,대구 서구 이현동 42-420,대구 서구 북비산로 48,448783.10000,364348.40000,대구
A0023551,1629,HDO,평리주유소,대구 서구 평리6동 530-9,대구 서구 서대구로 227 (평리동),450270.00000,364412.00000,대구
A0023480,1629,GSC,광명주유소,대구 서구 평리동 617-18,대구광역시 서구  서대구로 201 (평리동),450261.05679,364155.47718,대구
A0026657,1629,RTO,(주)한국에너지,대구 남구 대명동 3048-39,대구 남구 두류공원로 103,451496.00000,360780.00000,대구
A0026705,1629,NHO,옥포농협클린주유소,대구 달성군 옥포면 기세리 281,대구 달성군 옥포면 비슬로 2259,442535.14199,354512.87991,대구
A0023364,1629,HDO,조광주유소,대구 서구 이현동 42-331,대구 서구 북비산로 36(이현동),448680.84715,364384.59042,대구
A0026635,1629,NHO,논공농협주유소,대구 달성군 논공읍 삼리 564-5,대구 달성군 논공읍 비슬로314길 57,436881.54541,351789.07314,대구
A0023693,1629,HDO,팔달41주유소,대구 북구 노원3가 600,대구 북구 팔달로 41 (노원동3가),450281.19890,365827.57190,대구
A0023043,1629,SOL,팔공산IC제2주유소,대구 동구 지저동 684-7,대구 동구 공항로 254 (지저동),457980.10000,366422.80000,대구
A0010125,1617,HDO,백운하이웨이주유소,인천 부평구 산곡동 369-146,인천 부평구 마장로 173,285550.56764,544253.91069,인천
A0007614,1627,SOL,팔도셀프주유소,인천 부평구 산곡동 362-20,인천 부평구 마장로 199 (산곡동),285473.00000,544500.00000,인천
A0006167,1638,HDO,하이웨이주유소,인천 남동구 수산동 206-5,인천 남동구 호구포로 622 (수산동),286769.37640,538077.85320,인천
A0007228,1638,GSC,(주)다솜에너지 다솜주유소,인천 미추홀구 주안동 810-5,인천 미추홀구 한나루로 482 (주안동),282300.40000,539482.30000,인천
A0006156,1638,RTO,명보주유소,인천 미추홀구 주안동 1418-104,인천 미추홀구 인하로 217 (주안동),282742.89340,539339.00340,인천
A0006285,1638,SKE,SK KH에너지 수림공원주유소,인천 남동구 간석동 526-1,인천 남동구 주안로 270 (간석동),285186.04746,540878.66362,인천
A0008241,1638,GSC,보문주유소,인천 남동구 간석동 542-1,인천 남동구 경인로 558 (간석동),285249.90000,540845.30000,인천
A0008261,1638,SKE,SK KH에너지 청도1주유소,인천 미추홀구 주안동 251-6,인천 미추홀구 경원대로 813-9 (주안동),284219.33672,540040.13357,인천
A0001338,1638,SKE,황금주유소,인천 미추홀구 학익동 663-4,인천 미추홀구 소성로 253 (학익동),283019.31030,538191.27940,인천
A0001442,1638,HDO,정해(주) 인천주유소,인천 미추홀구 주안동 800-14,인천 미추홀구 인주대로 286 (주안동),282354.00000,539700.00000,인천
A0006266,1638,SKE,SK KH에너지 문광주유소,인천 남동구 간석동 237-2,인천 남동구 백범로 423 (간석동),285563.40000,541377.40000,인천
A0006234,1644,HDO,연수하이웨이주유소,인천 연수구 선학동 21-14,인천 연수구 매소홀로 710 (선학동),285277.60000,538184.10000,인천
A0001331,1645,HDO,제물포하이웨이주유소,인천 미추홀구 도화동 625-2,인천 미추홀구 경인로 194,282016.55620,541165.22700,인천
A0007640,1645,SKE,SK큰나무셀프주우소,인천 미추홀구 문학동 366-1,인천 미추홀구 매소홀로 536,283508.00291,538185.99532,인천
A0001425,1645,RTO,탑self주유소,인천 미추홀구 도화동 7-12,인천 미추홀구 송림로 217 (도화동),281412.60526,542326.24860,인천
A0007965,1645,HDO,신인천주유소,인천 서구 공촌동 300-9,인천 서구 경명대로 669 (공촌동),283828.66652,550826.31300,인천
A0001531,1645,RTO,대박주유소,인천 동구 송림동 8-547,인천 동구 송미로 50 (송림동),280902.76808,543153.80096,인천
A0006110,1646,SKE,은혜셀프주유소,인천 서구 가좌동 476,인천 서구 백범로630번길 44 (가좌동),284039.00000,542984.00000,인천
A0001748,1647,GSC,수림주유소,인천 남동구 만수동 2-43,인천 남동구 수현로 117 (만수동),288670.00000,540864.00000,인천
A0001551,1647,HDO,경인터미널주유소 ㈜북서울에너지,인천 미추홀구 도화동 957-1,인천 미추홀구 봉수대로 54,281447.00000,542964.00000,인천
A0019482,1599,RTO,오일필드(주)광산지점,광주 광산구 송촌동 68,광주 광산구 동곡로 664 (송촌동),288737.00000,283123.00000,광주
A0020705,1609,RTO,(주)평동제일주유소,광주 광산구 장록동 527-4,광주 광산구 동곡로 552 (장록동),288668.86890,282013.45890,광주
A0020387,1625,GSC,한성골드주유소,광주 광산구 월전동 274-1,광주 광산구 동곡로 407 (월전동),289018.00000,280713.00000,광주
A0020298,1627,GSC,낙원주유소,광주 광산구 복룡동 385,광주 광산구 동곡로 259 (복룡동),288804.62350,279247.41250,광주
A0020134,1639,SKE,(주)엠앤지 첨단북광주IC주유소,광주광역시 북구 월출동 742-2,광주광역시 북구 삼소로 318 (월출동),297228.80000,294070.70000,광주
A0020100,1639,SKE,OK클린주유소,광주 광산구 우산동 1031-21,광주 광산구 사암로 136 (우산동),291576.83590,284884.36650,광주
A0020473,1639,HDO,오일필드(주)광주지점,광주 광산구 우산동 1478,광주 광산구 사암로 127 (우산동),291514.38018,284775.33582,광주
A0020463,1645,SKE,(주)스마일셀프주유소,광주 광산구 산막동 456-2,광주 광산구 고봉로 541 (산막동),287384.05039,290091.74941,광주
A0020072,1645,HDO,차나라주유소,광주 북구 두암동 840-5,광주 북구 동문대로 138,302479.57729,286765.71997,광주
A0020586,1645,HDO,반디석유시청점,광주 서구 치평동 887-1,광주 서구 천변좌하로 160 (치평동),294158.00000,284470.00000,광주
A0020677,1645,SKE,김여사네셀프주유소,광주 광산구 신촌동 682-15,광주 광산구 상무대로 435-2  (신촌동),292086.76532,283456.41907,광주
A0020372,1645,SOL,(주)대원 강변주유소,광주 서구 치평동 887-6,광주 서구 천변좌하로 142 (치평동),294061.00000,284316.00000,광주
A0020633,1646,SKE,태평양주유소,광주 광산구 황룡동 397-2,광주 광산구 송도로 92 (황룡동),289685.30000,281405.20000,광주
A0020479,1646,NHO,임곡농협주유소,광주 광산구 산막동 469-2,광주 광산구 고봉로 565 (산막동),287186.47417,290192.78245,광주
A0020238,1647,HDO,㈜더착한주유소,광주 광산구 본덕동 549-1,광주 광산구 동곡로 72 (본덕동),288320.00000,277487.00000,광주
A0033156,1647,SKE,(주)버들주유소,광주광역시 광산구 월전동 2-75,광주광역시 광산구 동곡로 510(월전동),288646.95553,281576.42160,광주
A0033583,1649,SKE,행복가득주유소,광주 북구 용전동 1157-2,광주 북구 우치로 952(용전동),298762.80720,294543.40214,광주
A0029884,1649,SOL,국가대표주유소,광주 광산구 오운동 512-3,광주 광산구 영광로 3497,280789.00000,285373.00000,광주
A0020424,1649,HDO,어등산주유소,광주 광산구 소촌동 756-1,광주 광산구 무진대로 68,289825.00000,285230.00000,광주
A0020524,1649,SKE,동곡농협주유소,광주 광산구 복룡동 89-5,광주 광산구 동곡로 383,288983.00000,280452.00000,광주
A0016755,1643,ETC,일등주유소,대전 대덕구 평촌동 226-7,대전 대덕구 신탄진로 636 (평촌동),348685.41119,426179.91467,대전
A0016735,1643,HDO,㈜에스에이치에너지 영풍주유소,대전 대덕구 상서동 285,대전 대덕구 신탄진로 584 (상서동),348424.84455,425700.84195,대전
A0016818,1643,HDO,대림석유(주) 신탄진주유소,대전 대덕구 덕암동 49-8,대전 대덕구 신탄진로681번길 22,348623.36730,426650.04040,대전
A0013779,1649,RTO,신탄진알뜰주유소,대전 대덕구 신탄진동 114-21,대전 대덕구 대덕대로1527번길 374,348960.02382,428214.45746,대전
A0017428,1653,SKE,덕암셀프주유소,대전 대덕구 덕암동 54-5,대전 대덕구 덕암로 219 (덕암동),348508.24155,426739.27262,대전
A0016820,1653,HDO,대덕주유소,대전 대덕구 상서동 442-2,대전 대덕구 신탄진로 470,348180.69900,424670.99680,대전
A0013988,1653,HDO,OK주유소,대전 대덕구 읍내동 454-7,대전 대덕구 대전로 1312 (읍내동),348214.44290,419064.78600,대전
A0016604,1655,SOL,도마진실주유소,대전 서구 도마동 65-5,대전 서구 도산로 123,344291.00000,413402.00000,대전
A0016783,1655,RTX,신탄진(상)주유소/충전소,대전 대덕구 상서동 236-1,대전 대덕구 산업단지로 27,348014.98361,425624.21747,대전
A0013856,1659,SOL,우리셋주유소,대전 중구 안영동 366-2,대전 중구 대둔산로 150,344198.00000,409509.00000,대전
A0013945,1659,NHO,(주)농협대전유통 하나로주유소,대전 중구 안영동 703,대전 중구 대둔산로199번길 43,344266.78643,410074.23845,대전
A0013917,1659,GSC,안영IC주유소,대전 중구 안영동 692-3,대전 중구 대둔산로 188 (안영동),344408.41417,409798.41536,대전
A0013952,1659,SKE,와동셀프주유소,대전 대덕구 와동 173-1,대전 대덕구 신탄진로 386 (와동),348564.60000,423888.10000,대전
A0016453,1659,GSC,금강주유소,대전 대덕구 상서동 343-2,대전 대덕구 신탄진로 536,348263.94080,425262.22970,대전
A0013949,1659,HDO,아원주유소,대전 동구 성남동 47-13,대전 동구 계족로 326,349553.81490,415796.25000,대전
A0016588,1659,SKE,신탄진IC주유소,대전 대덕구 평촌동 542-43,대전 대덕구 신탄진로 665,348719.27770,426446.06330,대전
A0013983,1660,HDO,재하주유소,대전 동구 성남동 502-7,대전 동구 동서대로 1664 (성남동),349450.87640,416530.33730,대전
A0016445,1662,SOL,남선석유㈜ 계백셀프주유소,대전 서구 정림동 1-1,대전 서구 계백로 1327,343584.45530,412313.45930,대전
A0016761,1663,GSC,대림주유소,대전 서구 정림동 13-5,대전 서구 계백로 1290 (정림동),343276.41185,412109.82035,대전
